User_ID,Region,Age_Group,Daily_Screen_Time,Subscription_Count,Monthly_Digital_Spend,Digital_Fatigue_Score,Sleep_Quality,Sentiment_Index,User_Review_Note,Lifestyle_Class
5527,Asia-Pacific,Gen X (41-56),7.37,5,58.42,7,Good,-0.56,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect.",Balanced
5528,North America,Gen X (41-56),4.93,4,61.1,4,Good,0.46,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
5529,Asia-Pacific,Millennial (25-40),7.65,4,33.79,5,Poor,-0.08,Screen time depends on work demands. Weekends are usually better. (Instagram mainly),Balanced
5530,Europe,Millennial (25-40),7.69,4,81.51,5,Good,0.22,"I have too many apps, but I don't know which ones to cut. (Cloud Storage mainly)",Balanced
5531,Asia-Pacific,Gen Z (18-24),11.48,2,40.32,6,Poor,0.16,"Digital wellness is important, but finding the right balance is challenging. (Cloud Storage mainly)",Balanced
5532,North America,Gen X (41-56),4.74,4,76.16,5,Good,-0.07,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5533,Asia-Pacific,Boomer (57+),2.2,2,2.18,2,Good,0.72,Digital tools help me stay connected with family abroad. Can't imagine life without them. (Instagram mainly),Balanced
5534,LATAM,Gen Z (18-24),7.08,2,13.75,4,Poor,0.14,"Digital wellness is important, but finding the right balance is challenging. (Spotify mainly)",Balanced
5535,North America,Millennial (25-40),8.75,8,147.13,8,Fair,-0.54,Uninstalled half my apps but the habit is hard to break. Still checking constantly. (YouTube Premium mainly),Balanced
5536,North America,Boomer (57+),2.04,1,15.72,2,Good,0.56,Technology enables my creativity and professional growth. Love the digital ecosystem.,Minimalist
5537,North America,Millennial (25-40),7.45,5,68.8,6,Excellent,-0.31,"Digital wellness is important, but finding the right balance is challenging. (Spotify mainly)",Balanced
5538,Africa,Gen X (41-56),3.04,5,48.5,4,Excellent,0.48,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5539,Asia-Pacific,Millennial (25-40),6.64,6,59.15,6,Poor,-0.28,"Digital wellness is important, but finding the right balance is challenging. (Cloud Storage mainly)",Balanced
5540,Asia-Pacific,Gen X (41-56),5.17,4,31.59,5,Fair,0.05,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5541,North America,Millennial (25-40),6.72,5,89.69,5,Poor,0.08,"Some subscriptions are useful, others are just taking up space and money. (Instagram mainly)",Balanced
5542,Asia-Pacific,Millennial (25-40),7.25,4,56.84,6,Poor,-0.4,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
5543,Africa,Gen Z (18-24),8.83,2,17.13,6,Fair,0.07,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5544,LATAM,Gen X (41-56),4.61,4,22.84,5,Good,-0.07,"I have too many apps, but I don't know which ones to cut. (YouTube Premium mainly)",Balanced
5545,Asia-Pacific,Gen X (41-56),6.15,3,18.94,5,Good,0.17,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5546,North America,Gen X (41-56),5.83,5,68.08,6,Poor,-0.09,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5547,North America,Gen X (41-56),5.09,4,69.08,5,Excellent,0.25,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5548,North America,Millennial (25-40),7.12,4,68.56589124526472,5,Good,0.26,"I have too many apps, but I don't know which ones to cut. (TikTok mainly)",Balanced
5549,Europe,Gen Z (18-24),9.55,3,54.64,6,Excellent,-0.09,"Some subscriptions are useful, others are just taking up space and money. (Email Premium mainly)",Balanced
5550,North America,Gen X (41-56),5.31,5,83.14,6,Excellent,-0.13,"I have too many apps, but I don't know which ones to cut.",Balanced
5551,Europe,Millennial (25-40),6.69,4,75.74,4,Good,0.14,"Digital wellness is important, but finding the right balance is challenging. (Instagram mainly)",Balanced
5552,Asia-Pacific,Millennial (25-40),7.9,4,51.55,7,Poor,-0.34,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted.,Balanced
5553,Middle East,Gen Z (18-24),7.08,2,18.21,5,Fair,0.18,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5554,Asia-Pacific,Gen Z (18-24),10.06,3,37.66,6,Poor,-0.09,"I use digital tools for work and entertainment, but I try to maintain balance. (Cloud Storage mainly)",Balanced
5555,LATAM,Millennial (25-40),5.91,4,49.29,5,Good,-0.02,"Digital wellness is important, but finding the right balance is challenging. (Cloud Storage mainly)",Balanced
5556,Asia-Pacific,Gen X (41-56),4.38,4,35.39,5,Good,-0.17,"I use digital tools for work and entertainment, but I try to maintain balance. (Discord mainly)",Balanced
5557,North America,Boomer (57+),0.99,1,15.87,1,Good,1.0,My sleep improved once I started digital detox after 9 PM. Game changer!,Minimalist
5558,LATAM,Boomer (57+),1.62,1,6.67,2,Fair,0.93,My sleep improved once I started digital detox after 9 PM. Game changer! (Email Premium mainly),Minimalist
5559,Europe,Boomer (57+),4.19,2,29.42,4,Good,0.55,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5560,Asia-Pacific,Boomer (57+),2.75,1,19.27,1,Fair,1.0,Found the right mix of subscriptions that actually add value to my life. (Netflix mainly),Minimalist
5561,Europe,Millennial (25-40),7.77,4,74.81,5,Good,0.09,Screen time depends on work demands. Weekends are usually better. (Netflix mainly),Balanced
5562,Middle East,Gen Z (18-24),5.95,3,42.32,4,Poor,0.51,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5563,Europe,Gen X (41-56),4.14,3,53.09,4,Good,0.21,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5564,Europe,Gen Z (18-24),8.27,2,27.38,5,Fair,0.01,"Trying to be more mindful, but it's difficult in today's world. (Spotify mainly)",Balanced
5565,Middle East,Millennial (25-40),5.69,5,67.06,5,Good,0.41,I've set healthy boundaries with screen time and feel much better now. (Fitness App mainly),Balanced
5566,North America,Millennial (25-40),9.41,6,95.15,7,Poor,-0.19,"I use digital tools for work and entertainment, but I try to maintain balance. (YouTube Premium mainly)",Balanced
5567,Asia-Pacific,Millennial (25-40),8.17,6,92.29,7,Excellent,-0.17,"Trying to be more mindful, but it's difficult in today's world. (Instagram mainly)",Balanced
5568,Asia-Pacific,Millennial (25-40),9.16,4,58.5,6,Fair,-0.17,"Some subscriptions are useful, others are just taking up space and money. (TikTok mainly)",Balanced
5569,LATAM,Gen Z (18-24),7.87,5,54.57,6,Fair,-0.31,Screen time depends on work demands. Weekends are usually better.,Balanced
5570,Middle East,Millennial (25-40),6.94,6,80.58,6,Fair,0.23,"I have too many apps, but I don't know which ones to cut. (Gaming Pass mainly)",Balanced
5571,Middle East,Boomer (57+),3.91,2,29.59,4,Excellent,0.52,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5572,North America,Gen X (41-56),5.09,4,67.97158398751559,5,Poor,0.05,"Some subscriptions are useful, others are just taking up space and money. (YouTube Premium mainly)",Balanced
5573,LATAM,Boomer (57+),1.94,1,0.0,3,Fair,0.49,Using apps for meditation and fitness really improved my overall wellness. (YouTube Premium mainly),Minimalist
5574,Asia-Pacific,Gen Z (18-24),9.15,2,11.16,5,Fair,0.23,"Trying to be more mindful, but it's difficult in today's world. (Fitness App mainly)",Balanced
5575,Asia-Pacific,Gen Z (18-24),9.95,2,23.08,5,Excellent,-0.0,Screen time depends on work demands. Weekends are usually better.,Balanced
5576,North America,Gen X (41-56),5.24,3,51.18,5,Poor,0.4,I've set healthy boundaries with screen time and feel much better now.,Balanced
5577,Asia-Pacific,Millennial (25-40),9.42,4,53.11,6,Poor,-0.37,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
5578,Middle East,Gen X (41-56),3.01,4,41.34,3,Excellent,1.0,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5579,Africa,Gen X (41-56),3.87,5,40.27,5,Excellent,0.1,"I have too many apps, but I don't know which ones to cut.",Balanced
5580,Asia-Pacific,Gen X (41-56),3.95,3,25.55,5,Excellent,0.13,"I have too many apps, but I don't know which ones to cut.",Balanced
5581,North America,Boomer (57+),2.53,2,31.82,2,Good,0.9,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5582,Europe,Millennial (25-40),7.4,6,69.18273120919966,6,Fair,-0.12,"I have too many apps, but I don't know which ones to cut.",Balanced
5583,LATAM,Gen Z (18-24),8.49,2,37.863748140332184,5,Fair,0.17,Screen time depends on work demands. Weekends are usually better.,Balanced
5584,Asia-Pacific,Millennial (25-40),8.27,4,32.49,7,Fair,-0.16,"I have too many apps, but I don't know which ones to cut.",Balanced
5585,Asia-Pacific,Gen Z (18-24),10.52,2,33.14,6,Good,0.17,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5586,North America,Millennial (25-40),7.94,5,90.89,7,Fair,-0.39,Uninstalled half my apps but the habit is hard to break. Still checking constantly.,Balanced
5587,Asia-Pacific,Gen Z (18-24),10.24,2,1.08,6,Poor,-0.12,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5588,Asia-Pacific,Millennial (25-40),6.96,7,70.32,7,Fair,-0.03,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5589,Africa,Gen Z (18-24),5.74,2,27.585585358385128,4,Excellent,0.28,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5590,Asia-Pacific,Gen Z (18-24),9.76,2,10.81,6,Fair,-0.48,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
5591,Europe,Gen X (41-56),4.84,5,95.93,5,Good,-0.14,"Digital wellness is important, but finding the right balance is challenging. (Email Premium mainly)",Balanced
5592,Asia-Pacific,Gen X (41-56),6.4,3,30.0,5,Fair,0.01,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5593,North America,Gen X (41-56),5.09,3,58.6,5,Poor,0.24,"Some subscriptions are useful, others are just taking up space and money. (Instagram mainly)",Balanced
5594,Middle East,Gen X (41-56),3.89,7,91.32,5,Good,0.17,"Digital wellness is important, but finding the right balance is challenging. (YouTube Premium mainly)",Balanced
5595,Europe,Gen Z (18-24),9.66,2,40.06,6,Good,-0.13,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5596,Asia-Pacific,Millennial (25-40),7.58,4,61.73,5,Fair,0.26,"Trying to be more mindful, but it's difficult in today's world. (Email Premium mainly)",Balanced
5597,Europe,Gen Z (18-24),10.0,2,39.76,5,Good,-0.06,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5598,Asia-Pacific,Gen X (41-56),6.98,5,73.68,5,Good,0.25,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5599,Asia-Pacific,Gen X (41-56),7.15,6,74.52,7,Good,-0.09,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5600,Asia-Pacific,Gen Z (18-24),10.28,2,23.82,5,Poor,0.16,Screen time depends on work demands. Weekends are usually better.,Balanced
5601,Europe,Millennial (25-40),7.42,7,118.71,7,Good,-0.69,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect.",Balanced
5602,Europe,Boomer (57+),4.01,1,0.0,3,Good,0.57,My sleep improved once I started digital detox after 9 PM. Game changer! (TikTok mainly),Balanced
5603,North America,Gen X (41-56),5.06,4,67.45,5,Good,-0.03,Screen time depends on work demands. Weekends are usually better.,Balanced
5604,Asia-Pacific,Gen X (41-56),5.94,3,32.31,5,Fair,0.12,"Digital wellness is important, but finding the right balance is challenging. (Netflix mainly)",Balanced
5605,North America,Millennial (25-40),6.57,7,130.38,6,Fair,-0.45,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted. (YouTube Premium mainly),Balanced
5606,Asia-Pacific,Gen Z (18-24),9.95,3,33.49,6,Fair,-0.2,"I have too many apps, but I don't know which ones to cut.",Balanced
5607,Africa,Gen X (41-56),4.75,4,27.34,5,Excellent,-0.1,"I have too many apps, but I don't know which ones to cut.",Balanced
5608,Africa,Gen X (41-56),3.25,3,4.77,3,Fair,0.5,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5609,Asia-Pacific,Gen X (41-56),5.3,3,17.94,5,Excellent,0.34,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5610,Asia-Pacific,Millennial (25-40),6.54,7,66.92,6,Fair,-0.53,I've cancelled most services but still feel overwhelmed. Screen time is killing my sleep. (Netflix mainly),Balanced
5611,North America,Millennial (25-40),9.08,5,105.71,7,Excellent,-0.67,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
5612,Asia-Pacific,Gen X (41-56),6.41,5,43.57,7,Fair,-0.44,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted.,Balanced
5613,LATAM,Millennial (25-40),6.33,4,28.11,5,Fair,0.35,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5614,Europe,Millennial (25-40),7.56,5,83.55,6,Fair,0.04,"I have too many apps, but I don't know which ones to cut. (TikTok mainly)",Balanced
5615,Asia-Pacific,Boomer (57+),3.32,1,0.0,3,Good,0.4,My sleep improved once I started digital detox after 9 PM. Game changer! (Instagram mainly),Minimalist
5616,LATAM,Millennial (25-40),7.28,5,36.28,6,Good,0.02,"I use digital tools for work and entertainment, but I try to maintain balance. (Discord mainly)",Balanced
5617,Africa,Millennial (25-40),5.11,6,42.77,6,Good,-0.39,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
5618,Europe,Gen X (41-56),5.54,5,78.12,6,Excellent,-0.56,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted. (Spotify mainly),Balanced
5619,Asia-Pacific,Boomer (57+),3.86,2,39.33,4,Good,0.18,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5620,North America,Millennial (25-40),8.45,6,91.01,7,Poor,-0.24,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5621,North America,Millennial (25-40),5.67,6,104.54,6,Good,0.06,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5622,Africa,Gen X (41-56),3.35,3,26.847304475913226,3,Excellent,0.54,Technology enables my creativity and professional growth. Love the digital ecosystem.,Balanced
5623,LATAM,Gen X (41-56),3.46,3,26.91,4,Excellent,0.18,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5624,LATAM,Gen X (41-56),4.39,3,14.73,4,Good,0.23,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5625,North America,Millennial (25-40),5.86,4,66.2,5,Good,0.05,"I have too many apps, but I don't know which ones to cut.",Balanced
5626,LATAM,Millennial (25-40),4.54,5,52.89,5,Good,-0.16,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5627,Asia-Pacific,Gen X (41-56),7.14,3,31.06,5,Fair,0.23,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5628,Europe,Boomer (57+),3.24,3,38.8,3,Good,0.48,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
5629,Asia-Pacific,Boomer (57+),3.1,1,32.05,2,Fair,0.81,I've set healthy boundaries with screen time and feel much better now.,Minimalist
5630,North America,Gen Z (18-24),10.07,6,66.6374122160742,8,Poor,-0.21,Screen time depends on work demands. Weekends are usually better.,Digital Addict
5631,LATAM,Millennial (25-40),6.29,5,51.13,6,Fair,0.16,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5632,Asia-Pacific,Millennial (25-40),8.6,5,63.89,7,Good,-0.48,Everyone's addicted but nobody talks about how bad it really is for our brains.,Balanced
5633,North America,Boomer (57+),2.37,2,35.29,2,Fair,0.64,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5634,North America,Gen X (41-56),5.32,14,82.1,5,Fair,0.15,"I have too many apps, but I don't know which ones to cut. (Gaming Pass mainly)",Balanced
5635,North America,Millennial (25-40),7.66,4,73.99,6,Good,-0.14,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
5636,North America,Gen Z (18-24),8.94,2,29.0,5,Good,0.2,"Trying to be more mindful, but it's difficult in today's world. (Gaming Pass mainly)",Balanced
5637,Asia-Pacific,Millennial (25-40),8.82,7,82.47,8,Fair,-0.62,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect.",Balanced
5638,LATAM,Gen Z (18-24),7.72,2,16.36,4,Poor,0.38,Found the right mix of subscriptions that actually add value to my life.,Balanced
5639,North America,Gen X (41-56),5.99,3,64.29,6,Good,-0.27,"I have too many apps, but I don't know which ones to cut.",Balanced
5640,North America,Gen X (41-56),5.27,3,42.58,4,Excellent,-0.06,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5641,Asia-Pacific,Millennial (25-40),9.11,5,63.44,7,Poor,-0.41,The constant notifications make it impossible to focus. My mental health is suffering. (Email Premium mainly),Balanced
5642,LATAM,Millennial (25-40),5.34,5,51.14,6,Fair,-0.35,The constant notifications make it impossible to focus. My mental health is suffering. (Spotify mainly),Balanced
5643,Europe,Boomer (57+),1.88,1,14.11,2,Excellent,0.48,I've set healthy boundaries with screen time and feel much better now.,Minimalist
5644,Europe,Millennial (25-40),6.43,6,106.3,6,Fair,0.03,Screen time depends on work demands. Weekends are usually better. (Email Premium mainly),Balanced
5645,Asia-Pacific,Millennial (25-40),15.874460598902253,5,60.44,6,Good,-0.41,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
5646,Europe,Boomer (57+),3.98,2,39.67,4,Excellent,0.28,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5647,North America,Gen X (41-56),6.45,4,78.04,6,Fair,-0.29,"Trying to be more mindful, but it's difficult in today's world. (Spotify mainly)",Balanced
5648,LATAM,Gen X (41-56),2.43,5,30.060498192179946,3,Good,0.77,Found the right mix of subscriptions that actually add value to my life.,Balanced
5649,Asia-Pacific,Gen Z (18-24),10.4,3,27.79,6,Poor,-0.03,"I have too many apps, but I don't know which ones to cut.",Balanced
5650,Asia-Pacific,Gen Z (18-24),7.63,3,27.67,4,Poor,0.6,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5651,LATAM,Gen Z (18-24),8.71,4,33.85,6,Fair,-0.26,"I use digital tools for work and entertainment, but I try to maintain balance. (TikTok mainly)",Balanced
5652,Asia-Pacific,Millennial (25-40),8.69,5,64.68,8,Excellent,-0.61,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
5653,Europe,Gen X (41-56),4.92,3,55.82,4,Fair,0.16,Screen time depends on work demands. Weekends are usually better. (Gaming Pass mainly),Balanced
5654,Europe,Millennial (25-40),7.22,4,76.06,7,Fair,-0.22,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5655,North America,Gen X (41-56),5.23,4,83.06,6,Good,-0.57,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted.,Balanced
5656,North America,Millennial (25-40),6.85,5,87.83,6,Poor,-0.1,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5657,Asia-Pacific,Millennial (25-40),8.15,5,75.87,7,Poor,-0.36,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted. (Instagram mainly),Balanced
5658,Africa,Boomer (57+),1.94,1,4.96,2,Fair,0.66,I've set healthy boundaries with screen time and feel much better now. (Instagram mainly),Minimalist
5659,Middle East,Millennial (25-40),6.59,4,46.06,6,Fair,0.25,"I use digital tools for work and entertainment, but I try to maintain balance. (Gaming Pass mainly)",Balanced
5660,Asia-Pacific,Millennial (25-40),7.71,5,59.58,7,Fair,-0.37,Uninstalled half my apps but the habit is hard to break. Still checking constantly. (Discord mainly),Balanced
5661,North America,Millennial (25-40),6.79,4,76.84,6,Fair,-0.15,"Some subscriptions are useful, others are just taking up space and money. (Gaming Pass mainly)",Balanced
5662,North America,Gen Z (18-24),8.55,2,28.58,5,Fair,0.09,Screen time depends on work demands. Weekends are usually better.,Balanced
5663,LATAM,Millennial (25-40),4.68,4,34.41,4,Poor,0.08,Screen time depends on work demands. Weekends are usually better.,Balanced
5664,Asia-Pacific,Millennial (25-40),8.85,5,51.78,7,Good,-0.26,Screen time depends on work demands. Weekends are usually better. (YouTube Premium mainly),Balanced
5665,Asia-Pacific,Gen X (41-56),5.03,7,80.17,7,Poor,-0.28,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5666,LATAM,Gen X (41-56),4.55,5,52.96,5,Good,0.05,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5667,Asia-Pacific,Millennial (25-40),9.23,5,53.59,7,Fair,-0.29,Screen time depends on work demands. Weekends are usually better. (Discord mainly),Balanced
5668,LATAM,Gen Z (18-24),7.62,2,23.73,4,Poor,0.56,Found the right mix of subscriptions that actually add value to my life.,Balanced
5669,North America,Gen X (41-56),4.67,5,76.11,6,Fair,-0.12,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5670,LATAM,Gen Z (18-24),7.97,3,35.9,5,Poor,0.05,"Some subscriptions are useful, others are just taking up space and money. (Discord mainly)",Balanced
5671,Africa,Gen X (41-56),3.85,3,13.47,3,Good,0.43,Digital tools help me stay connected with family abroad. Can't imagine life without them. (TikTok mainly),Balanced
5672,Europe,Gen X (41-56),6.46,4,61.29,5,Good,0.26,"Some subscriptions are useful, others are just taking up space and money. (Discord mainly)",Balanced
5673,Asia-Pacific,Gen Z (18-24),11.45,2,26.5,6,Fair,-0.11,Screen time depends on work demands. Weekends are usually better. (Netflix mainly),Balanced
5674,Europe,Gen X (41-56),5.45,3,54.03,4,Good,0.51,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5675,Middle East,Boomer (57+),3.41,1,11.63,2,Excellent,0.5,Found the right mix of subscriptions that actually add value to my life.,Minimalist
5676,North America,Gen X (41-56),5.03,5,81.11,6,Excellent,-0.16,"Digital wellness is important, but finding the right balance is challenging. (TikTok mainly)",Balanced
5677,Asia-Pacific,Millennial (25-40),8.04,4,40.2,6,Good,0.28,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5678,North America,Gen X (41-56),4.93,5,90.95,5,Good,0.01,Screen time depends on work demands. Weekends are usually better.,Balanced
5679,Asia-Pacific,Boomer (57+),1.97,1,16.15,1,Excellent,1.0,I've set healthy boundaries with screen time and feel much better now.,Minimalist
5680,North America,Millennial (25-40),8.44,5,81.77,7,Fair,-0.7,Quality of sleep has dropped noticeably since my screen time increased. (Fitness App mainly),Balanced
5681,Europe,Gen X (41-56),5.38,5,76.1,5,Good,-0.01,"Trying to be more mindful, but it's difficult in today's world. (Netflix mainly)",Balanced
5682,Asia-Pacific,Gen Z (18-24),10.21,3,36.38,6,Fair,-0.17,"I have too many apps, but I don't know which ones to cut.",Balanced
5683,Africa,Gen Z (18-24),7.22,2,11.17,5,Excellent,0.17,"I have too many apps, but I don't know which ones to cut.",Balanced
5684,Europe,Gen X (41-56),3.75,3,50.96,4,Good,0.69,Using apps for meditation and fitness really improved my overall wellness. (Fitness App mainly),Balanced
5685,North America,Gen X (41-56),4.39,4,45.86,6,Fair,-0.06,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5686,LATAM,Gen X (41-56),4.54,3,24.05,3,Fair,0.61,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
5687,Asia-Pacific,Boomer (57+),2.58,2,31.03,3,Good,0.35,Technology enables my creativity and professional growth. Love the digital ecosystem.,Balanced
5688,Africa,Gen Z (18-24),7.05,2,5.84,3,Fair,0.45,Using apps for meditation and fitness really improved my overall wellness.,Balanced
5689,North America,Millennial (25-40),7.39,5,94.87,6,Fair,-0.02,"Some subscriptions are useful, others are just taking up space and money. (Spotify mainly)",Balanced
5690,Asia-Pacific,Boomer (57+),2.45,1,0.0,2,Excellent,0.95,Using apps for meditation and fitness really improved my overall wellness. (Cloud Storage mainly),Minimalist
5691,Europe,Gen Z (18-24),8.58,2,17.37,5,Fair,0.37,I've set healthy boundaries with screen time and feel much better now. (Fitness App mainly),Balanced
5692,North America,Gen X (41-56),3.89,5,94.18,6,Good,-0.14,"Some subscriptions are useful, others are just taking up space and money. (Discord mainly)",Balanced
5693,Asia-Pacific,Millennial (25-40),7.68,5,55.71,6,Fair,-0.32,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5694,Asia-Pacific,Gen Z (18-24),10.69,2,19.14,5,Poor,-0.16,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5695,LATAM,Millennial (25-40),4.86,5,53.46,5,Good,-0.24,"Digital wellness is important, but finding the right balance is challenging. (Discord mainly)",Balanced
5696,Europe,Millennial (25-40),7.13,5,79.38,6,Good,-0.06,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5697,Asia-Pacific,Boomer (57+),3.22,2,16.17,3,Excellent,0.79,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
5698,Asia-Pacific,Gen X (41-56),4.61,3,26.34,5,Good,-0.16,"I use digital tools for work and entertainment, but I try to maintain balance. (YouTube Premium mainly)",Balanced
5699,Middle East,Gen X (41-56),5.19,3,28.73,4,Poor,0.15,Screen time depends on work demands. Weekends are usually better. (Gaming Pass mainly),Balanced
5700,Europe,Millennial (25-40),6.84,4,70.67,5,Fair,0.0,"I have too many apps, but I don't know which ones to cut. (Instagram mainly)",Balanced
5701,Europe,Millennial (25-40),7.07,4,62.88,6,Excellent,-0.37,Everyone's addicted but nobody talks about how bad it really is for our brains.,Balanced
5702,Europe,Gen Z (18-24),9.22,4,77.43,7,Fair,-0.45,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
5703,Asia-Pacific,Millennial (25-40),6.38,5,26.73,5,Good,0.3,"Some subscriptions are useful, others are just taking up space and money. (Discord mainly)",Balanced
5704,Europe,Gen Z (18-24),10.16,3,58.73,6,Poor,-0.28,Screen time depends on work demands. Weekends are usually better. (Netflix mainly),Balanced
5705,Africa,Gen Z (18-24),6.46,5,33.6,5,Fair,0.13,"Some subscriptions are useful, others are just taking up space and money.",Balanced
5706,Europe,Millennial (25-40),6.96,7,114.59,6,Excellent,-0.23,"Trying to be more mindful, but it's difficult in today's world.",Balanced
5707,Africa,Millennial (25-40),6.0,6,23.09,6,Fair,-0.19,"Trying to be more mindful, but it's difficult in today's world. (Email Premium mainly)",Balanced
5708,North America,Gen Z (18-24),10.94,3,37.4,6,Poor,-0.28,"I use digital tools for work and entertainment, but I try to maintain balance. (Email Premium mainly)",Balanced
5709,Asia-Pacific,Gen X (41-56),4.54,5,63.76,5,Good,0.28,Screen time depends on work demands. Weekends are usually better.,Balanced
5710,Africa,Millennial (25-40),5.17,4,26.42,4,Excellent,0.16,"Trying to be more mindful, but it's difficult in today's world. (Email Premium mainly)",Balanced
5711,North America,Gen Z (18-24),10.88,2,38.23,6,Poor,-0.37,Quality of sleep has dropped noticeably since my screen time increased. (TikTok mainly),Balanced
5712,Middle East,Boomer (57+),2.62,1,11.73,2,Excellent,0.68,Using apps for meditation and fitness really improved my overall wellness.,Minimalist
5713,Asia-Pacific,Gen Z (18-24),10.74,2,31.0,7,Poor,-0.37,I've cancelled most services but still feel overwhelmed. Screen time is killing my sleep. (Fitness App mainly),Balanced
5714,Middle East,Boomer (57+),1.41,1,6.89,1,Good,1.0,Digital tools help me stay connected with family abroad. Can't imagine life without them. (Spotify mainly),Minimalist
5715,Asia-Pacific,Gen Z (18-24),9.9,3,30.39,6,Poor,-0.18,"Digital wellness is important, but finding the right balance is challenging.",Balanced
5716,Europe,Boomer (57+),2.62,1,14.73,2,Poor,0.65,Technology enables my creativity and professional growth. Love the digital ecosystem. (Spotify mainly),Minimalist
5717,North America,Gen Z (18-24),9.09,2,33.86,6,Fair,-0.49,Quality of sleep has dropped noticeably since my screen time increased. (TikTok mainly),Balanced
5718,Europe,Gen X (41-56),3.61,3,62.88748476733429,5,Good,-0.15,"I use digital tools for work and entertainment, but I try to maintain balance. (Cloud Storage mainly)",Balanced
5719,North America,Millennial (25-40),7.07,5,77.46,5,Poor,-0.21,Screen time depends on work demands. Weekends are usually better.,Balanced
5720,North America,Gen X (41-56),6.26,4,52.45,5,Fair,0.03,"I have too many apps, but I don't know which ones to cut.",Balanced
5721,North America,Millennial (25-40),7.52,6,93.46,8,Excellent,-0.53,Everyone's addicted but nobody talks about how bad it really is for our brains.,Balanced
